nombre,tienda,categoria_principal,precio,moneda,simbolo,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,id
ROG Spatha X,ASUS,mouse,,,,0.0,0,"Ratón inalámbrico gaming con conectividad de modo dual (con cable / 2,4 GHz) con soporte de carga magnético, 12 botones programables, sensor ROG de 19.000 dpi especialmente ajustado, exclusivas tomas de interruptor Push-Fit, microinterruptores ROG, ROG Paracord e iluminación RGB Aura Sync.",{},ROG Spatha X,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-spatha-x-model/,https://dlcdnwebimgs.asus.com/gain/1D6EF918-6D35-4727-BD7A-1DA2908ABB58/w185,90MP0220-BMUA00,R_90MP0220-BMUA00
ROG Sheath PNK LTD,ASUS,mouse,,,,0.0,0,"Funda ROG PNK LTD con tamaño extra grande, costuras antidesgaste y base antideslizante",{},ROG Sheath PNK LTD,"['Mice & Mouse Pads', 'Mouse Pads']",https://rog.asus.com/ar/mice-mouse-pads/mouse-pads/rog-sheath-pnk-ltd-model/,https://dlcdnwebimgs.asus.com/gain/598651E6-1EE4-47CE-A1BC-4A030415018C/w185,90MP00K2-B0UA00,R_90MP00K2-B0UA00
ROG Sheath Electro Punk,ASUS,mouse,,,,0.0,0,"ROG Sheath Electro Punk con superficie de tela extragrande y optimizada para juegos, marco cosido anti-deshilachado y base de goma antideslizante",{},ROG Sheath Electro Punk,"['Mice & Mouse Pads', 'Mouse Pads']",https://rog.asus.com/ar/mice-mouse-pads/mouse-pads/rog-sheath-electro-punk-model/,https://dlcdnwebimgs.asus.com/gain/BDDE652A-CC93-457A-8ACE-A61B62AC1775/w185,90MP01Z0-BPUA00,R_90MP01Z0-BPUA00
ROG Harpe Ace Aim Lab Edition,ASUS,mouse,,,,0.0,0,"El ultraligero ROG Harpe Ace Aim Lab Edition es un ratón inalámbrico para gaming de 54 gramos con un factor de forma probado por profesionales, sensor óptico ROG AimPoint de 36.000 dpi, tecnología inalámbrica ROG SpeedNova, conectividad tri-mode, microinterruptores ROG, cinco botones programables y funciones de ajuste de perfiles sinérgicos con el optimizador de ajustes Aim Lab.",{},ROG Harpe Ace Aim Lab Edition,"['Mice & Mouse Pads', 'Mice', 'Ambidextrous']",https://rog.asus.com/ar/mice-mouse-pads/mice/ambidextrous/rog-harpe-ace-aim-lab-edition-model/,https://dlcdnwebimgs.asus.com/gain/0F9B888C-4649-4829-B3C9-BDD8734907A4/w185,90MP02W0-BMAA00,R_90MP02W0-BMAA00
ROG Strix Impact II Electro Punk,ASUS,mouse,,,,0.0,0,"ROG Strix Impact II Electro Punk es un mouse ergonómico para juegos ambidiestro con sensor óptico de 6.200 ppp, diseño liviano e iluminación Aura Sync RGB",{},ROG Strix Impact II Electro Punk,"['Mice & Mouse Pads', 'Mice', 'Ambidextrous']",https://rog.asus.com/ar/mice-mouse-pads/mice/ambidextrous/rog-strix-impact-ii-electro-punk-model/,https://dlcdnwebimgs.asus.com/gain/01D83484-D66D-40E6-9318-6CECF4C91111/w185,90MP01U0-BMUA00,R_90MP01U0-BMUA00
ROG Keris Wireless,ASUS,mouse,,,,0.0,0,"ROG Keris Mouse inalámbrico para juegos ligero FPS inalámbrico con conectividad de tres modos (cableado / 2,4 GHz / Bluetooth), sensor ROG de 16.000 ppp especialmente ajustado, diseño exclusivo de switch push-fit , teclas PBT L / R, botones laterales intercambiables y Aura Sync Iluminación RGB",{},ROG Keris Wireless,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-keris-wireless-model/,https://dlcdnwebimgs.asus.com/gain/07CE8835-80CB-4A20-818C-9FFDAB0367CA/w185,90MP0230-B0UA00,R_90MP0230-B0UA00
ROG Gladius II Wireless Gaming Mouse,ASUS,mouse,,,,0.0,0,"Mouse para gaming ROG Gladius II Wireless RGB con conectividad wireless 2,4 GHz y Bluetooth, sensor de 16.000 DPI, interruptores desmontables e iluminación Aura Sync",{},ROG Gladius II Wireless,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-gladius-ii-wireless-model/,https://dlcdnwebimgs.asus.com/gain/A9E22782-098B-4963-8D14-9DED07E057F5/w185,90MP00Z0-B0UA00,R_90MP00Z0-B0UA00
ROG Pugio II,ASUS,mouse,,,,0.0,0,"Mouse inalámbrico para juegos ligero y ambidiestro ROG Pugio II con sensor óptico de 16.000 ppp, 7 botones programables, botón de ajuste de DPI sobre la marcha e iluminación Aura Sync RGB",{},ROG Pugio II,"['Mice & Mouse Pads', 'Mice', 'Ambidextrous']",https://rog.asus.com/ar/mice-mouse-pads/mice/ambidextrous/rog-pugio-ii-model/,https://dlcdnwebimgs.asus.com/gain/371BD89A-4BBF-4106-B795-4AAC25CBAD38/w185,90MP01L0-BMUA00,R_90MP01L0-BMUA00
ROG Chakram X,ASUS,mouse,,,,0.0,0,"Mouse inalámbrico para juegos RGB ROG Chakram X con sensor óptico ROG AimPoint de 36,000 ppp de última generación, tasa de sondeo de 8000Hz, conectividad trimodo de baja latencia (RF 2.4 GHz/Bluetooth/con cable), 11 botones programables y un joystick analógico y tomas de microswitches intercambiables (mecánicos/ópticos).",{},ROG Chakram X,"['Mice & Mouse Pads', 'Mice', 'Wireless']",https://rog.asus.com/ar/mice-mouse-pads/mice/wireless/rog-chakram-x-model/,https://dlcdnwebimgs.asus.com/gain/74F92C31-6D37-4160-B3D3-EA4A540287FE/w185,90MP02N0-BMAA00,R_90MP02N0-BMAA00
ROG Gladius III Wireless,ASUS,mouse,,,,0.0,0,"Mouse para juegos inalámbrico asimétrico clásico con conectividad de tres modos (2.4 GHz, Bluetooth, USB 2.0 con cable), 26,000 ppp especialmente ajustados con una desviación del 1%, activación instantánea del botón, Push-Fit Switch Socket II exclusivo, estética ROG grabada con láser, Bluetooth rápido tecnología de emparejamiento, ROG Omni Mouse Feet, ROG Paracord e iluminación Aura Sync RGB",{},ROG Gladius III Wireless,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-gladius-iii-wireless-model/,https://dlcdnwebimgs.asus.com/gain/E1F2E574-A264-455F-A935-ECA15D455ED4/w185,90MP0200-BMUA00,R_90MP0200-BMUA00
ROG Strix Impact II Moonlight White,ASUS,mouse,,,,0.0,0,"Mouse ergonómico para juegos de estilo ambidiestro con sensor óptico de 6,200ppp, socket de switch push-fit e iluminación Aura Sync RGB",{},ROG Strix Impact II Moonlight White,"['Mice & Mouse Pads', 'Mice', 'Ambidextrous']",https://rog.asus.com/ar/mice-mouse-pads/mice/ambidextrous/rog-strix-impact-ii-moonlight-white-model/,https://dlcdnwebimgs.asus.com/gain/1F7FFE03-87BE-4D76-A7A1-AC49C42B01FC/w185,90MP02C0-BMUA00,R_90MP02C0-BMUA00
ROG Keris II Ace,ASUS,mouse,,,,0.0,0,"El ROG Keris II Ace es un ratón gaming ergonómico ultraligero de 54 gramos con una forma probada por jugadores profesionales de FPS. Equipado con sensor óptico ROG AimPoint Pro de 42.000 dpi, ROG Optical Micro Switches y la tecnología inalámbrica ROG SpeedNova, el Keris II Ace también es capaz de mejorar el rendimiento gaming aún más con el ROG Polling Rate Booster, que soporta tasas de sondeo de hasta 4.000 Hz en modo inalámbrico y hasta 8.000 Hz en modo cableado.",{},ROG Keris II Ace,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-keris-ii-ace/,https://dlcdnwebimgs.asus.com/gain/9B783ACB-999D-41F3-AC55-7859FB30C90B/w185,90MP03N0-BMAA00,R_90MP03N0-BMAA00
ROG Gladius II Core,ASUS,mouse,,,,0.0,0,"ROG Gladius II Core: Ratón de gaming por cable ligero y ergonómico equipado con un sensor de 6200 ppp, interruptores desmontables e iluminación Aura Sync",{},ROG Gladius II Core,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-gladius-ii-core-model/,https://dlcdnwebimgs.asus.com/gain/2DEBD027-880D-4B1F-8CFF-F49CC6CED339/w185,90MP01D0-B0UA00,R_90MP01D0-B0UA00
ROG Chakram Core,ASUS,mouse,,,,0.0,0,"Mouse para juegos ROG Chakram Core con joystick programable, sensor avanzado de 16000 ppp, diseño de socket de interruptor de ajuste a presión, peso ajustable, sigilo, captura de pantalla instantánea e iluminación Aura Sync",{},ROG Chakram Core,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-chakram-core-model/,https://dlcdnwebimgs.asus.com/gain/36290A54-3786-40C5-938F-0ABF677C8FF9/w185,90MP01T0-BMUA00,R_90MP01T0-BMUA00
ROG Gladius III,ASUS,mouse,,,,0.0,0,"Mouse para juegos asimétrico con 26,000 ppp especialmente afinados con una desviación del 1%, activación instantánea del botón, Push-Fit Switch Socket II exclusivo, estética ROG grabada con láser, patas de ratón ROG Omni, ROG Paracord e iluminación Aura Sync RGB",{},ROG Gladius III,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-gladius-iii-model/,https://dlcdnwebimgs.asus.com/gain/56F8A13F-F1E2-4033-A216-5BAC89D0A205/w185,90MP0270-BMUA00,R_90MP0270-BMUA00
ROG Keris,ASUS,mouse,,,,0.0,0,"Mouse para gaming FPS ultraligero con sensor ROG de 16,000 dpi especialmente ajustado, sockets de interruptor push-fit exclusivos, teclas L/R de polímero PBT, pies ROG Omni, cable ROG Paracord e iluminación RGB Aura Sync.",{},ROG Keris,"['Mice & Mouse Pads', 'Mice', 'Ergonomic Right-Handed']",https://rog.asus.com/ar/mice-mouse-pads/mice/ergonomic-right-handed/rog-keris-model/,https://dlcdnwebimgs.asus.com/gain/3EA735C8-F1BA-46D4-ABF5-AB6819D93912/w185,90MP01R0-B0UA00,R_90MP01R0-B0UA00
ROG Balteus Mouse Pad,ASUS,mouse,,,,0.0,0,"Mouse Pad para gaming ROG Balteus con 15 zonas de iluminación Aura Sync, superficie dura en orientación vertical, conector USB y base de goma antideslizante",{},ROG Balteus,"['Mice & Mouse Pads', 'Mouse Pads']",https://rog.asus.com/ar/mice-mouse-pads/mouse-pads/rog-balteus-model/,https://dlcdnwebimgs.asus.com/gain/C9A5760B-3CF4-431B-A022-F86BB62CE9BD/w185,90MP0110-B0UA00,R_90MP0110-B0UA00
ROG Balteus Qi Mouse Pad,ASUS,mouse,,,,0.0,0,"Mouse Pad para gaming ROG Balteus Qi con función de carga inalámbrica, 15 zonas de iluminación Aura Sync, superficie dura en orientación vertical, conector USB y base de goma antideslizante",{},ROG Balteus Qi,"['Mice & Mouse Pads', 'Mouse Pads']",https://rog.asus.com/ar/mice-mouse-pads/mouse-pads/rog-balteus-qi-model/,https://dlcdnwebimgs.asus.com/gain/7675CD64-9D68-40FC-83AC-5297CCAA18E9/w185,90MP0120-B0UA00,R_90MP0120-B0UA00
ROG Sheath BLK LTD,ASUS,mouse,,,,0.0,0,"ROG Sheath BLK LTD con superficie de tela extragrande optimizada para gaming, marco con costuras antidesgaste y base de goma antideslizante.",{},ROG Sheath BLK LTD,"['Mice & Mouse Pads', 'Mouse Pads']",https://rog.asus.com/ar/mice-mouse-pads/mouse-pads/rog-sheath-blk-ltd-model/,https://dlcdnwebimgs.asus.com/gain/A1867040-475F-48AA-A1F3-94B51A7AC26F/w185,90MP00K3-B0AA00,R_90MP00K3-B0AA00
ASUS TUF Gaming M3 Gen II,ASUS,mouse,,,,4.5,100,"ASUS TUF Gaming M3 Gen II es un mouse gaming con cable ultraligero de 59 gramos con resistencia al polvo y al agua IP56, ASUS Antibacterial Guard, un sensor de 8000 dpi, interruptores con una vida útil de 60 millones de clics, patas de mouse de PTFE y seis botones programables.",{},Alámbricos,"['Accessories', 'Mice-and-Mouse-Pads', 'TUF-Gaming']",https://www.asus.com/ar/accessories/mice-and-mouse-pads/tuf-gaming/asus-tuf-gaming-m3-gen-ii/,https://dlcdnwebimgs.asus.com/gain/5498db05-e543-495a-959e-fd54226bbb34/w185,22465,22465
TUF Gaming M4 Air,ASUS,mouse,,,,4.5,100,"Un mouse para juegos con cable liviano con sensor de 16,000 ppp, seis botones programables, Air Shell ultraligero, resistencia al agua IPX6, ASUS Antibacterial Guard, TUF Gaming Paracord y pies de PTFE puro",{},Inalámbricos,"['Accessories', 'Mice-and-Mouse-Pads', 'TUF-Gaming']",https://www.asus.com/ar/accessories/mice-and-mouse-pads/tuf-gaming/tuf-gaming-m4-air/,https://dlcdnwebimgs.asus.com/gain/b328e475-2a6e-4adb-afa7-8afd70f0e7bf/w185,19192,19192
TUF Gaming M4 Wireless,ASUS,mouse,,,,4.5,100,"Un mouse gaming ambidiestro y ligero con dos modos inalámbricos, un sensor de 12.000 dpi, seis botones programables, cubierta superior de PBT con ASUS Antibacterial Guard, pies de mouse 100% PTFE y Armoury Crate.",{},Inalámbricos,"['Accessories', 'Mice-and-Mouse-Pads', 'TUF-Gaming']",https://www.asus.com/ar/accessories/mice-and-mouse-pads/tuf-gaming/tuf-gaming-m4-wireless/,https://dlcdnwebimgs.asus.com/gain/e3ff2a0d-0ed5-464a-bdac-b32f6856a173/w185,19191,19191
TUF Gaming P1,ASUS,mouse,,,,4.5,100,"Gran alfombrilla de mouse portátil para juegos con superficie resistente al agua, costura antidesgaste duradera y base antideslizante.",{},Mouse Pads,"['Accessories', 'Mice-and-Mouse-Pads', 'TUF-Gaming']",https://www.asus.com/ar/accessories/mice-and-mouse-pads/tuf-gaming/tuf-gaming-p1/,https://dlcdnwebimgs.asus.com/gain/a77f161f-fca3-4557-afb4-f7f96132dd09/w185,16905,16905
TUF Gaming M3 Mouse,ASUS,mouse,,,,4.5,100,"TUF Gaming M3: Mouse ergon&oacute;mico para juegos con conexi&oacute;n por cable, sensor de 7000 ppp, construcci&oacute;n ligera, revestimiento duradero, interruptores muy resistentes, siete botones programables y Aura Sync RGB.",{},Alámbricos,"['Accessories', 'Mice-and-Mouse-Pads', 'TUF-Gaming']",https://www.asus.com/ar/accessories/mice-and-mouse-pads/tuf-gaming/tuf-gaming-m3-mouse/,https://dlcdnwebimgs.asus.com/gain/cfd8b471-a9b5-4f75-b8b4-94e431fe1cd3/w185,11051,11051
ASUS Vivobook S16 (S3607),ASUS,notebooks,,,,4.5,100,"Windows 11 Home - ASUS recomienda Windows 11 Pro para empresas 
 Up to Intel &reg;  Core&trade; Ultra 7 processor (Series 2) 
 UMA (Intel &reg;  UHD Graphics) 
 Up to 16 GB DDR5 memory 
 Up to 1 TB PCIe &reg;  4.0 x4 SSD 
 16&rdquo; 16:10 FHD OLED or 144 Hz IPS NanoEdge display 
 Larger touchpad with Smart Gesture 
 AI camera with face recognition",{},Vivobook,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/asus-vivobook-s16-s3607/,https://dlcdnwebimgs.asus.com/gain/520eaec0-3e4d-4e59-9b48-cb077e7dd702/w185,30781,30781
ASUS Zenbook 14 (UM3402),ASUS,notebooks,,,,4.5,100,"Windows 11 Home - ASUS recomienda Windows 11 Pro para empresas 
      Hasta procesador AMD Ryzen™ 7 7730U 
      Hasta gráficos AMD Radeon™ 
      Hasta 16 GB de memoria 
      Hasta 1 TB de almacenamiento SSD 
      Hasta pantalla IPS NanoEdge de 14 pulgadas 2.5K 
      Batería de larga duración de 75 Wh 
      Hasta WiFi 6E (802.11ax) de tres bandas",{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/zenbook-14-um3402/,https://dlcdnwebimgs.asus.com/gain/fd451929-089f-4954-86f4-5d1aeb73a3e6/w185,19170,19170
Zenbook 14 OLED (UX3402),ASUS,notebooks,,,,4.5,100,"Windows 11 Home - ASUS recomienda Windows 11 Pro para empresas 
 Procesador Intel® Core™ hasta i7 13ª Gen 
 Gráficos Intel® Iris Xᵉ  
 Almacenamiento hasta 1TB SSD 
 Memoria RAM hasta 16 GB 
 Pantalla hasta 14"" táctil OLED NanoEdge 2.8K  
 Batería de larga duración de 75 Wh 
 Thunderbolt™ 4 USB-C™",{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/zenbook-14-oled-ux3402/,https://dlcdnwebimgs.asus.com/gain/8bd3228d-3efe-401b-bf45-c1e077a2d09f/w185,19168,19168
ASUS X515 (11a Gen Intel),ASUS,notebooks,,,,4.5,100,"Windows 11 Home - ASUS recomienda Windows 11 Pro para empresas 
 
Procesador Intel® Core™ hasta i7 11 a  Gen 
 Gráficos Intel® Iris Xe 
 Memoria RAM hasta 12GB 
 Almacenamiento hasta 512GB SSD 
 Pantalla hasta 15.6"" NanoEdge FHD  
 E-A-R® Amortiguación de impactos HDD 
 Elegante y portátil",{},Desempeño,"['Laptops', 'For-Home', 'All-series']",https://www.asus.com/ar/laptops/for-home/all-series/asus-x515-11th-gen-intel/,https://dlcdnwebimgs.asus.com/gain/5d95c7c8-c0b8-478b-8275-48471fa0ced1/w185,15329,15329
ROG Strix G16 (2025)   G615LR-S5072W,ASUS,notebooks,,,,0.0,0,"Windows 11 Home 
 NVIDIA® GeForce RTX™ 5070 Ti Laptop GPU 
 Intel® Core™ Ultra 9 Processor 275HX 
 16"" 2.5K (2560 x 1600, WQXGA) 16:10 240Hz Pantalla ROG Nebula 
 1TB de almacenamiento SSD M.2 NVMe™ PCIe® 4.0",{},ROG Strix G16 (2025),"['Notebooks', 'ROG Strix']",https://rog.asus.com/ar/laptops/rog-strix/rog-strix-g16-2025/,https://dlcdnwebimgs.asus.com/gain/94B5CF8C-95CE-49B7-8B14-91920181DAAB/w185,90NR0LR1-M002N0,R_90NR0LR1-M002N0
ROG Strix SCAR 18 (2025)   G835LX-SA008W,ASUS,notebooks,,,,0.0,0,"Windows 11 Home 
 NVIDIA® GeForce RTX™ 5090 Laptop GPU 
 Intel® Core™ Ultra 9 Processor 275HX 
 18"" 2.5K (2560 x 1600, WQXGA) 16:10 240Hz Pantalla ROG Nebula HDR 
 2TB de almacenamiento SSD M.2 NVMe™ PCIe® 4.0 de alto rendimiento",{},ROG Strix SCAR 18 (2025),"['Notebooks', 'ROG Strix']",https://rog.asus.com/ar/laptops/rog-strix/rog-strix-scar-18-2025/,https://dlcdnwebimgs.asus.com/gain/30B02883-1847-4CA8-80AC-393A69BB7CD2/w185,90NR0LF1-M006L0,R_90NR0LF1-M006L0
ROG Strix SCAR 18 (2025)   G835LW-SA024W,ASUS,notebooks,,,,0.0,0,"Windows 11 Home 
 NVIDIA® GeForce RTX™ 5080 Laptop GPU 
 Intel® Core™ Ultra 9 Processor 275HX 
 18"" 2.5K (2560 x 1600, WQXGA) 16:10 240Hz Pantalla ROG Nebula HDR 
 2TB de almacenamiento SSD M.2 NVMe™ PCIe® 4.0 de alto rendimiento",{},ROG Strix SCAR 18 (2025),"['Notebooks', 'ROG Strix']",https://rog.asus.com/ar/laptops/rog-strix/rog-strix-scar-18-2025/,https://dlcdnwebimgs.asus.com/gain/269FECB7-F9EC-482E-BD97-5C7BD2C286A0/w185,90NR0LI1-M002K0,R_90NR0LI1-M002K0
ASUS Zenbook A14 (UX3407); Copilot+ PC,ASUS,notebooks,,,,4.5,100,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business 
 Under 1 kg featherweight 
 High-tech ceramic: Ceraluminum&trade; 
 Up to Snapdragon &reg;  X Elite processor 
 Up to 32 hours of sustained battery 
 Up to 32 GB LPDDR5x 8533 MHz RAM 
 Up to 1 TB PCIe &reg;  Gen 4 SSD 
 16:10 FHD OLED display 
 Super-linear speakers with Snapdragon Sound&trade; 
 Full I/O ports with two USB4 &reg;",{},Copilot+ PC,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-a14-ux3407/,https://dlcdnwebimgs.asus.com/gain/14c6be57-e7d1-462c-a109-4f93c353d93c/w185,30811,30811
ASUS Zenbook S14 (UX5406); Copilot+ PC,ASUS,notebooks,,,,4.5,100,"Windows 11 Home - ASUS recomienda Windows 11 Pro para empresas 
 Delgado y ligero: 1.1 cm, 1.2 kg 
 Cerámica de alta tecnología: CeraluminumTM 
 Hasta procesador Intel &reg;  Core&trade; Ultra 9 (Serie 2) 
 Batería de larga duración de 72 Wh. 
 Pantalla OLED de 16:10 3K con 4 altavoces 
 Hasta 1 TB de SSD PCIe &reg;  Gen 4. 
 Up to 1 TB PCIe &reg;  Gen 4 SSD 
 WiFi 7 (802.11be) 
 Puertos de E/S completos con 2 ThunderboltTM 4 USB-CTM",{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-s-14-ux5406/,https://dlcdnwebimgs.asus.com/gain/a5738fa1-48b7-4e89-92ca-f7bff3a28045/w185,25385,25385
ExpertBook P5 (P5405),ASUS,notebooks,,,,4.5,100,"Windows 11 Pro  
  Equipado con procesadores Intel® Core™ Ultra de última generación  
  Pantalla antirreflejo de 14 pulgadas y bisel delgado de 2,5 K y 144 Hz  
  Diseño totalmente metálico y ligero de 1,29 kg   
  ASUS AI ExpertMeet para aumentar la productividad   
  ASUS ExpertGuardian con calidad empresarial y marco de ciberseguridad NIST",{},Delgada y liviana,"['Laptops', 'For-Work', 'ExpertBook']",https://www.asus.com/ar/laptops/for-work/expertbook/expertbook-p5-p5405/,https://dlcdnwebimgs.asus.com/gain/49e849c7-17f1-4697-989a-8ea34c4bfd4d/w185,26480,26480
ASUS Zenbook S16 (UM5606); Copilot+ PC,ASUS,notebooks,,,,4.5,100,"Windows 11 Home - ASUS recomienda Windows 11 Pro para empresas 
 Hasta AMD Ryzen&trade; AI 9 HX 370 
 Hasta 32 GB LPDDR5x 7500 MHz de RAM 
 Hasta 2 TB PCIe&reg; Gen 4 SSD 
 Pantalla ASUS Lumina OLED 3K 16:10 
 Ultrafino y ligero: 1.1 cm, 1.5 kg 
 6 altavoces integrados 
 WiFi 7 (802.11be)",{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-s-16-um5606/,https://dlcdnwebimgs.asus.com/gain/ffb8dfaa-fbf2-4f74-aad1-24af2b901c4d/w185,25316,25316
ASUS Vivobook S15 (S5507); Copilot+ PC,ASUS,notebooks,,,,4.5,100,"Windows 11 Pro: ASUS recomienda Windows 11 Pro para empresas 
 Primer PC de ASUS con IA de próxima generación de Windows 
 Procesador Snapdragon &reg;  X Elite 
 1.42 kg ligero y 1.47 cm delgado 
 Batería de larga duración de hasta 18 horas 
 Pantalla OLED HDR de 15.6&rdquo; 3K a 120 Hz 
 Teclado retroiluminado RGB de una zona 
 Conjunto completo de puertos de entrada/salida (I/O)",{},Delgado y liviano,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/asus-vivobook-s-15-s5507/,https://dlcdnwebimgs.asus.com/gain/8442632c-11ac-4a3a-8c17-66999eeeef36/w185,25323,25323
