id,title,katalogCategoryId,slug,brand_id,brand_name,sku_id,categories,list_price,sale_price
6657484d260000545ea6c569,Parlante Lenovo 5W + 3W*2 Woofer y Subwoofer,5a301c091400008a00491a5b,parlante-lenovo-5w-3w-2-woofer-y-subwoofer,5a301bdb14000072004905f2,Lenovo,21263873,"['Parlantes', 'Accesorios de Informática', 'Informática']",69000.0,58000.0
665a0e41260000f69aa7fac1,Parlante Lenovo Bluetooth Portátil  L01,5a301bf814000063004914e4,parlante-lenovo-bluetooth-portatil-l01,5a301bdb14000072004905f2,Lenovo,21264164,"['Parlantes Portátiles', 'Parlantes', 'Audio']",32200.0,26500.0
6659e500270000df7fc8429b,Parlante Lenovo L01 Bluetooth Portatil,5a301bf814000063004914e4,parlante-lenovo-l01-bluetooth-portatil,5a301bdb14000072004905f2,Lenovo,21264123,"['Parlantes Portátiles', 'Parlantes', 'Audio']",32555.0,26500.0
68e5286f3afa37345a9d09d3,Parlante Lenovo M0520 Para Pc Aux De 3.5mm Usb Black Negro,5a301c091400008a00491a5b,parlante-lenovo-m0520-para-pc-aux-de-3-5mm-usb-black-negro,5a301bdb14000072004905f2,Lenovo,22625800,"['Parlantes', 'Accesorios de Informática', 'Informática']",28999.0,19999.0
66549ddd2500000104ae8949,Parlante Lenovo Stereo Hi-Fi 5W*2 para PC + Bluetooth,5a301c091400008a00491a5b,parlante-lenovo-stereo-hi-fi-5w-2-para-pc-bluetooth,5a301bdb14000072004905f2,Lenovo,21263583,"['Parlantes', 'Accesorios de Informática', 'Informática']",60099.0,57700.0
67840fb92b000091bb9e4f09,Parlante Portátil Bluetooth Lenovo K30 Impermeable con Micrófono,5a301bf814000063004914e4,parlante-portatil-bluetooth-lenovo-k30-impermeable-con-microfono,5a301bdb14000072004905f2,Lenovo,22068234,"['Parlantes Portátiles', 'Parlantes', 'Audio']",45670.0,39699.0
68bae3be7c71a9673a51108a,Pc Lenovo thinkcentre neo 50s Gen 5 Intel Core I5 8gb RAM 512gb SSD Windows 11 Pro 12XG002DAS,5a301c031400007700491833,pc-lenovo-thinkcentre-neo-50s-gen-5-intel-core-i5-8gb-ram-512gb-ssd-windows-11-pro-12xg002das,5a301bdb14000072004905f2,Lenovo,990247608,"['All In One y PC Escritorio', 'Informática']",1637799.0,1637799.0
66c391423e00003c3890f148,Pendrive 16 Tb Lenovo Metal 2 En 1 Tipo C Celulares ,5a301c0c1400007700491b13,pendrive-16-tb-lenovo-metal-2-1-tipo-c-celulares-,5a301bdb14000072004905f2,Lenovo,21313754,"['Memorias USB', 'Almacenamiento', 'Informática']",180000.0,140000.0
66d1c32e230000fe50e25131,Placa De Red Lenovo 10Gb 2Port Base-T 7Zt7A00496,5a301c071400002e0049199b,placa-de-red-lenovo-10gb-2port-base-t-7zt7a00496,5a301bdb14000072004905f2,Lenovo,990172455,"['Conectividad', 'Accesorios de Informática', 'Informática']",1441195.0,1152956.0
66d1c3b1230000df50e2522a,Placa de Red LN X710-DA2 10GBE 2 PORT,5a301c071400002e0049199b,placa-de-red-ln-x710-da2-10gbe-2-port,5a301bdb14000072004905f2,Lenovo,990172453,"['Conectividad', 'Accesorios de Informática', 'Informática']",1444743.0,1155794.0
6304f6251200007e03f9b559,Placa de Red Lenovo 10GB 2PORT BASE-T,5a301c071400002e0049199b,placa-de-red-lenovo-10gb-2port-base-t,5a301bdb14000072004905f2,Lenovo,990015540,"['Conectividad', 'Accesorios de Informática', 'Informática']",1129998.75,903999.0
6304f5691200008903f9b50c,Placa de Red Lenovo 1GB RJ45 4 PORT,5a301c071400002e0049199b,placa-de-red-lenovo-1gb-rj45-4-port,5a301bdb14000072004905f2,Lenovo,990015537,"['Conectividad', 'Accesorios de Informática', 'Informática']",621623.75,497299.0
6304f5a11200008703f9b528,Placa de Red Lenovo X710-DA2 10GBE 2 PORT,5a301c071400002e0049199b,placa-de-red-lenovo-x710-da2-10gbe-2-port,5a301bdb14000072004905f2,Lenovo,990015520,"['Conectividad', 'Accesorios de Informática', 'Informática']",1132748.75,906199.0
68afc78b75497260a973d94a,ProCase Funda con teclado para Lenovo Tab M11 /,5a301c0a1400008700491abb,procase-funda-con-teclado-para-lenovo-tab-m11-,68093abe73fe5b59836e5dee,Procase,22597339,"['Funda Notebooks', 'Accesorios de Informática', 'Informática']",158340.0,118755.0
62f2cc7710000057007cb0a7,Procesador Lenovo Intel Xeon Silver 4208 8C,5a301c0e1400007200491bb6,procesador-lenovo-intel-xeon-silver-4208-8c,5a301bdb14000072004905f2,Lenovo,990012153,"['Microprocesadores', 'Gaming PC', 'Informática']",689873.75,551899.0
658dace52400009159572bdc,Procesador Lenovo Intel Xeon Silver 4210R,5a301c0e1400007200491bb6,procesador-lenovo-intel-xeon-silver-4210r,5a301bdc1400007e0049072c,Intel,990076784,"['Microprocesadores', 'Gaming PC', 'Informática']",852373.75,681899.0
67238082280000298b8d3db3,Sillon Butaca Aurora Talampaya Tiza Lustre Caoba,5a301c5814000063004932b6,sillon-butaca-aurora-talampaya-tiza-lustre-caoba,66c4d9763e00001745b7f38d,Living Colon,21766925,"['Sillones', 'Sillones', 'Muebles']",552275.0,386802.0
66d1c35e230000ff50e25189,Storage Kit M.2 Thinksystem Mirroring 7Y37A01093,5a301c0e1400008700491bc5,storage-kit-m-2-thinksystem-mirroring-7y37a01093,5a301bdb14000072004905f2,Lenovo,990172458,"['Memorias', 'Informática']",289806.0,231845.0
672e0404290000ac4f3a7167,Tablet 8 Lenovo M8 Hd 4gb+64gb Gris,5a301c041400008a004918a5,tablet-8-lenovo-m8-hd-4gb-64gb-gris,5a301bdb14000072004905f2,Lenovo,990183904,"['Tablets', 'Tablets', 'Informática']",410209.0,287146.28
66c89e714000006a4d340465,"Tablet Lenovo 10"" M10 3.ª Generación WUXGA 4 GB + 64 GB",5a301c041400008a004918a5,tablet-lenovo-10-m10-3-ª-generacion-wuxga-4-gb-64-gb,5a301bdb14000072004905f2,Lenovo,21330346,"['Tablets', 'Tablets', 'Informática']",355000.0,340000.0
68a88fab9deb7e8dcd2f5b77,"Tablet Lenovo 11,5” 128GB Tab Plus Luna Grey + Sleeve + Moto Buds",5a301c041400008a004918a5,tablet-lenovo-11-5”-128gb-tab-plus-luna-grey-sleeve-moto-buds,5a301bdb14000072004905f2,Lenovo,700849,"['Tablets', 'Tablets', 'Informática']",699999.0,599999.0
6749f71e3d0000f257b54e39,"Tablet Lenovo 11,5” 128GB Tab Plus Luna Grey + Sleeve + Moto Buds",5a301c041400008a004918a5,tablet-lenovo-11-5”-128gb-tab-plus-luna-grey-sleeve-moto-buds,5a301bdb14000072004905f2,Lenovo,700744,"['Tablets', 'Tablets', 'Informática']",699999.0,599999.0
681b85e9e55b826a5f5b3444,Tablet Lenovo 2023 Tab M8 (4.ª generación) 8 32 GB Android 12 WiFi,5a301c041400008a004918a5,tablet-lenovo-2023-tab-m8-4-ª-generacion-8-32-gb-android-12-wifi,5a301bdb14000072004905f2,Lenovo,22481758,"['Tablets', 'Tablets', 'Informática']",495182.0,420904.7
68a88bae37c3fe45a1f7ab4d,Tablet Lenovo Idea Tab 11” 8GB 128GB ZAFR0871AR,5a301c041400008a004918a5,tablet-lenovo-idea-tab-11”-8gb-128gb-zafr0871ar,5a301bdb14000072004905f2,Lenovo,700800,"['Tablets', 'Tablets', 'Informática']",699999.0,489999.0
67813b9a460000ae77987b98,"Tablet Lenovo Idea Tab Pro 12.7"" 256GB + Moto Buds (TB373FU)",5a301c041400008a004918a5,tablet-lenovo-idea-tab-pro-12-7-256gb-moto-buds-tb373fu-,5a301bdb14000072004905f2,Lenovo,700659,"['Tablets', 'Tablets', 'Informática']",1099999.0,1099999.0
67bdf0ef2800005e07425e18,Tablet Lenovo IdeaTab Pro 8GB 256GB Teclado+ Pen+ Moto Buds,5a301c041400008a004918a5,tablet-lenovo-ideatab-pro-8gb-256gb-teclado-pen-moto-buds,5a301bdb14000072004905f2,Lenovo,22124726,"['Tablets', 'Tablets', 'Informática']",1103999.0,879999.0
67d07b5d2a0000fd02dd404e,"Tablet Lenovo K11 8GB RAM 128GB SSD Pantalla 11"" Teclado y Lápiz ZADK0110AR",5a301c041400002e004918a0,tablet-lenovo-k11-8gb-ram-128gb-ssd-pantalla-11-teclado-y-lapiz-zadk0110ar,5a301bdb14000072004905f2,Lenovo,990219511,"['Tablets', 'Informática']",754251.38,754251.38
6579cb7127000092009bc0ee,Tablet Lenovo M8 ZABU0007AR,5a301c041400008a004918a5,tablet-lenovo-m8-zabu0007ar,5a301bdb14000072004905f2,Lenovo,700729,"['Tablets', 'Tablets', 'Informática']",369999.0,369999.0
68e673d0bd73eab8379d6871,Tablet Lenovo M9 9Pulgadas Con Funda,5a301c041400008a004918a5,tablet-lenovo-m9-9pulgadas-con-funda,5a301bdb14000072004905f2,Lenovo,22626206,"['Tablets', 'Tablets', 'Informática']",240000.0,240000.0
6579cb702700008e009bc0ed,Tablet Lenovo M9 9” 64GB ZAC30064AR ,5a301c041400008a004918a5,tablet-lenovo-m9-9”-64gb-zac30064ar-,5a301bdb14000072004905f2,Lenovo,700988,"['Tablets', 'Tablets', 'Informática']",319999.0,289999.0
688bd3c4b76ff3e10e649b41,"Tablet Lenovo TAB K11 128GB 8GB 11"" LUNA GREY",5a301c041400008a004918a5,tablet-lenovo-tab-k11-128gb-8gb-11-luna-grey,5a301bdb14000072004905f2,Lenovo,22545361,"['Tablets', 'Tablets', 'Informática']",679999.0,509999.0
688bd2c6a4688e70dcac3539,"Tablet Lenovo TAB P12 128GB 8GB 12.7"" STORM GREY + Lapiz",5a301c041400008a004918a5,tablet-lenovo-tab-p12-128gb-8gb-12-7-storm-grey-lapiz,5a301bdb14000072004905f2,Lenovo,22545359,"['Tablets', 'Tablets', 'Informática']",1089999.0,939999.0
68a88fac7e0a7a3c81038339,Tablet Lenovo TAB10ZAEH0128 + Auricular Lenovo E310,5a301c041400008a004918a5,tablet-lenovo-tab10zaeh0128-auricular-lenovo-e310,5a301bdb14000072004905f2,Lenovo,700850,"['Tablets', 'Tablets', 'Informática']",449999.0,379999.0
680be25b2d93b76497a1e260,Tablet Lenovo TAB10ZAEH0128 + Auricular Lenovo E310,5a301c041400008a004918a5,tablet-lenovo-tab10zaeh0128-auricular-lenovo-e310,5a301bdb14000072004905f2,Lenovo,700840,"['Tablets', 'Tablets', 'Informática']",499999.0,399999.0
68a88bae1b6bd92e8420512c,"Tablet Lenovo Tab 10,1” 4GB 128GB ZAEH0074AR",5a301c041400008a004918a5,tablet-lenovo-tab-10-1”-4gb-128gb-zaeh0074ar,5a301bdb14000072004905f2,Lenovo,700801,"['Tablets', 'Tablets', 'Informática']",349999.0,349999.0
6894ce253578c13cad41a9ce,Tablet Lenovo Tab 10.1 4gb 64gb + Pen + Funda Anti-golpe,5a301c041400008a004918a5,tablet-lenovo-tab-10-1-4gb-64gb-pen-funda-anti-golpe,5a301bdb14000072004905f2,Lenovo,990244414,"['Tablets', 'Tablets', 'Informática']",449999.0,368999.0
67bdf2e04600002715996a2b,Tablet Lenovo Tab 4GB 128GB Folio case + Earbuds,5a301c041400008a004918a5,tablet-lenovo-tab-4gb-128gb-folio-case-earbuds,5a301bdb14000072004905f2,Lenovo,22124734,"['Tablets', 'Tablets', 'Informática']",459999.0,349998.0
6723d4ee4100007fec6490c2,"Tablet Lenovo Tab K10 3 Gb 32 Gb 10, 3"" Abyss Blue Android 11",5a301c041400008a004918a5,tablet-lenovo-tab-k10-3-gb-32-gb-10-3-abyss-blue-android-11,5a301bdb14000072004905f2,Lenovo,21768699,"['Tablets', 'Tablets', 'Informática']",533698.43,296938.0
67082aee260000203aaca051,"Tablet Lenovo Tab M10 3gb 32gb 10.1""",5a301c041400008a004918a5,tablet-lenovo-tab-m10-3gb-32gb-10-1-,5a301bdb14000072004905f2,Lenovo,21531374,"['Tablets', 'Tablets', 'Informática']",377999.0,246999.0
683093dc3a54cb1e2694ad70,"Tablet Lenovo Tab M11 128GB 4GB 11"" Pen LUNA GREY",5a301c041400008a004918a5,tablet-lenovo-tab-m11-128gb-4gb-11-pen-luna-grey,5a301bdb14000072004905f2,Lenovo,22490405,"['Tablets', 'Tablets', 'Informática']",869999.0,499999.0
687e4877657fdb54ff5a8f82,"Tablet Lenovo Tab M11tk 11"" 4gb 128gb Pen Luna Grey",5a301c041400008a004918a5,tablet-lenovo-tab-m11tk-11-4gb-128gb-pen-luna-grey,5a301bdb14000072004905f2,Lenovo,22525469,"['Tablets', 'Tablets', 'Informática']",1016737.02,519815.0
681b84a7c1b1a6c86568499b,"Tablet Lenovo Tab M8 Gen 4-2024 8"" 2 GB RAM 32 GB Almacenamiento",5a301c041400008a004918a5,tablet-lenovo-tab-m8-gen-4-2024-8-2-gb-ram-32-gb-almacenamiento,5a301bdb14000072004905f2,Lenovo,22481699,"['Tablets', 'Tablets', 'Informática']",306533.0,260553.05
681b847aabb37fa62f8a9cff,Tablet Lenovo Tab M9 HD 3 GB RAM 32 GB Almacenamiento Android 12,5a301c041400008a004918a5,tablet-lenovo-tab-m9-hd-3-gb-ram-32-gb-almacenamiento-android-12,5a301bdb14000072004905f2,Lenovo,22481689,"['Tablets', 'Tablets', 'Informática']",557422.0,473808.7
681b84ce92204a45b170585b,Tablet Lenovo Tab M9-2023 9 pulgadas HD 3 GB RAM 32 GB Android 12,5a301c041400008a004918a5,tablet-lenovo-tab-m9-2023-9-pulgadas-hd-3-gb-ram-32-gb-android-12,5a301bdb14000072004905f2,Lenovo,22481706,"['Tablets', 'Tablets', 'Informática']",491518.0,417790.3
68a88fab8e8e5350974e38d5,"Tablet Lenovo Tab One 8,7” 4GB 64GB ZAF00015AR",5a301c041400008a004918a5,tablet-lenovo-tab-one-8-7”-4gb-64gb-zaf00015ar,5a301bdb14000072004905f2,Lenovo,700848,"['Tablets', 'Tablets', 'Informática']",329999.0,329999.0
687158ba0f3617aecd9f082f,"Tablet Lenovo Tab One 8,7” 4GB 64GB ZAF00015AR",5a301c041400008a004918a5,tablet-lenovo-tab-one-8-7”-4gb-64gb-zaf00015ar,5a301bdb14000072004905f2,Lenovo,700984,"['Tablets', 'Tablets', 'Informática']",429999.0,349999.0
66c79beb4000001a4833ea3a,"Tablet Lenovo Tab Plus 11.5"" 8 GB 256 GB",5a301c041400008a004918a5,tablet-lenovo-tab-plus-11-5-8-gb-256-gb,5a301bdb14000072004905f2,Lenovo,21330258,"['Tablets', 'Tablets', 'Informática']",893999.0,536998.0
6894ce3f02ba622e2a6c5248,Tablet Lenovo Tab Wuxga Zaeh0074ar 4gb 128gb 10.1 Pulgadas,5a301c041400008a004918a5,tablet-lenovo-tab-wuxga-zaeh0074ar-4gb-128gb-10-1-pulgadas,5a301bdb14000072004905f2,Lenovo,990244416,"['Tablets', 'Tablets', 'Informática']",379999.0,331999.0
68096f4fe6f84c7d4c4c91da,"Tablet Lenovo Yoga Tab Plus 12,7"" 16GB 256GB SSD + Teclado + Pen",5a301c041400008a004918a5,tablet-lenovo-yoga-tab-plus-12-7-16gb-256gb-ssd-teclado-pen,5a301bdb14000072004905f2,Lenovo,22471399,"['Tablets', 'Tablets', 'Informática']",1470999.0,1249998.0
669920f33b0000611589327b,Tablet Lenovo ZA7W0047AR Tab M10 G2 10.1 Pulgadas HD Octa-Core 2GB RAM 32GB Android  con Funda Azul,5a301c041400008a004918a5,tablet-lenovo-za7w0047ar-tab-m10-g2-10-1-pulgadas-hd-octa-core-2gb-ram-32gb-android-con-funda-azul,5a301bdb14000072004905f2,Lenovo,990165077,"['Tablets', 'Tablets', 'Informática']",524999.0,341249.0
681b85e2e065019ae7e76a8c,"Tableta Lenovo Tab K10 ZA8S0000US de 10,3 pulgadas, 3 GB de RAM, 32 GB, 4G, Android 11",5a301c041400008a004918a5,tableta-lenovo-tab-k10-za8s0000us-de-10-3-pulgadas-3-gb-de-ram-32-gb-4g-android-11,5a301bdb14000072004905f2,Lenovo,22481757,"['Tablets', 'Tablets', 'Informática']",490762.0,417147.7
67784e102b00006ad69e3187,"Tablets Lenovo Tab K11 MTK 8GB 128GB SSD 11"" + Teclado + Pen ",5a301c041400008a004918a5,tablets-lenovo-tab-k11-mtk-8gb-128gb-ssd-11-teclado-pen-,5a301bdb14000072004905f2,Lenovo,22060207,"['Tablets', 'Tablets', 'Informática']",788999.0,559998.0
68af1f21968d9aff922957e5,Tarjeta de memoria microSD Kingston Canvas Go Plus,5a301c0c1400007700491b23,tarjeta-de-memoria-microsd-kingston-canvas-go-plus,5a301bdb14000072004905f2,Lenovo,990246993,"['Tarjetas de memoria', 'Almacenamiento', 'Informática']",136998.75,109599.01
681919b4ed4494c28e66ac00,"ThinkPad T16 3ra Gen Intel Ultra 7 32GB 512GB 16""",5a301c031400008a0049181b,thinkpad-t16-3ra-gen-intel-ultra-7-32gb-512gb-16-,5a301bdb14000072004905f2,Lenovo,22479069,"['Notebooks', 'Informática']",3554999.0,2899998.0
62bf4e741100002f0031abe5,Ultra Docking Lenovo ThinkPad 135W,5d02592115000027078d754d,ultra-docking-lenovo-thinkpad-135w,5a301bdb14000072004905f2,Lenovo,990009775,"['Docking Stations', 'Accesorios de Informática', 'Informática']",346873.75,277499.0
