nombre,tienda,precio,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,score
ASUS TUF Gaming Radeon™ RX 9070 XT OC Edition 16GB GDDR6,ASUS,1659373.0,4.5,100.0,ASUS TUF Gaming Radeon RX 9070 XT OC Edition con componentes de grado militar temperaturas más bajas y durabilidad mejorada,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rx9070xt-o16g-gaming/,https://dlcdnwebimgs.asus.com/gain/aa54c1c4-67ba-427d-9b40-488646ae3ed5/w185,30932,3.814621212121212
ASUS Vivobook 15 (M1502),ASUS,1419977.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador hasta AMD Ryzen 7 4800H Mobile Gráficos AMD Radeon Memoria RAM hasta 16GB de DDR4 Almacenamiento hasta 1TB SSD Pantalla hasta 156 NanoEdge FHD Diseño de bisagra de 180 grados Opción de varios colores Opcional sensor de inicio de sesión de huellas dactilares,{},Para el uso diario,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-15-m1502/,https://dlcdnwebimgs.asus.com/gain/fd487e2a-aef9-4512-a9fe-cfd8134470e5/w185,20517,3.814621212121212
ASUS Vivobook 15 (X1502),ASUS,1140507.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador Intel Core hasta i5 12 Gen Gráficos Intel Iris X Memoria RAM hasta 16 GB Almacenamiento hasta 256 GB SSD Pantalla hasta 156 NanoEdge FHD Opcional sensor de huella digital,{},Para el uso diario,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-15-x1502/,https://dlcdnwebimgs.asus.com/gain/d81deb62-5ccf-4d65-919f-c964e818058c/w185,20515,3.814621212121212
ASUS Vivobook 15 (X1504),ASUS,1550152.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador Intel Core hasta i7 13 a Gen Memoria RAM hasta 16 GB DDR4 3200 MHz Almacenamiento hasta 1 TB SSD Pantalla hasta 156 NanoEdge Diseño de bisagra de 180 grados Durabilidad de grado militar Sensor de inicio de sesión de huellas dactilares opcional,{},Para el uso diario,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/asus-vivobook-15-x1504/,https://dlcdnwebimgs.asus.com/gain/5707c7d1-7e0f-4897-bc93-d31d017b2edf/w185,20953,3.814621212121212
ASUS Vivobook 16 (X1605),ASUS,1547366.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Up to 13th Intel Core i9 processor Up to 16 GB DDR4 memory Up to 1 TB SSD storage 180degree hinge design Optional fingerprint login sensor ASUS Antimicrobial Guard Plus MilitaryGrade durability,{},Para el uso diario,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-16-oled-x1605/,https://dlcdnwebimgs.asus.com/gain/3774759d-d768-4006-b062-f294ea9af9f8/w185,20843,3.814621212121212
ASUS Vivobook 16 OLED (M1605),ASUS,1176127.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Up to AMD Ryzen 9 7940HS Processor Up to 16 32K OLED NanoEdge display Up to 1 TB SSD storage 180degree hinge design Optional fingerprint login sensor ASUS Antimicrobial Guard Plus MilitaryGrade durability,{},Uso diario,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/asus-vivobook-16-oled-m1605/,https://dlcdnwebimgs.asus.com/gain/e7bccfbd-9a96-4922-ad06-1814a770579a/w185,22409,3.814621212121212
ASUS Vivobook Go 14 (E410),ASUS,1545578.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Gráficos Intel Iris Plus Memoria RAM hasta 4GB Almacenamiento hasta 128GB SSD Pantalla hasta 14 NanoEdge HD Bisagra plana de 180 grados Motivo exclusivo de ASUS en la tapa Delgado y liviano 16kg,{},Delgado y liviano,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-go-14-e410/,https://dlcdnwebimgs.asus.com/gain/5670817f-14c6-4ad9-b036-441be4e12284/w185,18061,3.814621212121212
ASUS Vivobook Go 15 (E510),ASUS,1288509.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador Intel Celeron hasta N4500 Gráficos Intel HD Memoria RAM hasta 4GB Almacenamiento hasta 128GB SSD Pantalla hasta 156 HD Bisagra plana de 180 grados Motivo exclusivo de ASUS en la tapa Tecla Intro de bloqueo de color con tres opciones de color únicas Delgado y ligero 16 kg,{},Delgado y liviano,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-go-15-e510/,https://dlcdnwebimgs.asus.com/gain/b177da83-186f-4b76-902f-587b87525050/w185,18063,3.814621212121212
ASUS Vivobook Go 15 OLED (E1504F),ASUS,1251151.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador hasta AMD Ryzen 5 Mobile Memoria hasta 16GB Almacenamiento hasta 512GB SSD Pantalla OLED NanoEdge de 156 Diseño de bisagra de 180 grados Durabilidad de grado militar Sensor de inicio de sesión de huellas dactilares opcional,{},Para el uso diario,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-go-15-oled-e1504f/,https://dlcdnwebimgs.asus.com/gain/b6d2e59f-ed3c-49de-92b5-410c799a1858/w185,21042,3.814621212121212
ASUS Vivobook Go 15 OLED (E1504G),ASUS,1165537.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Up to Intel Core i3N305 processor Up to Up to 8 GB DDR4 3200 MHz Up to 512 GB SSD storage Up to 156 OLED NanoEdge display 180degree hinge design MilitaryGrade durability Optional fingerprint login sensor,{},Uso diario,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/asus-vivobook-go-15-oled-e1504g/,https://dlcdnwebimgs.asus.com/gain/b6d2e59f-ed3c-49de-92b5-410c799a1858/w185,21044,3.814621212121212
"ASUS Vivobook Pro 15 OLED (K3500, 11a Gen Intel)",ASUS,1409070.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador Intel Core hasta i5 11 a Gen Gráficos NVIDIA GeForce GTX 1650 Max Q Memoria RAM hasta 8 GB Almacenamiento hasta 512 GB SSD Pantalla hasta 156 OLED NanoEdge FHD Validado por Pantone Cámara con bloqueo de seguridad,{},Desempeño,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-pro-15-oled-k3500-11th-gen-intel/,https://dlcdnwebimgs.asus.com/gain/7314a203-99d6-4e68-bb5e-c8e6f844b29e/w185,16780,3.814621212121212
"ASUS Vivobook Pro 15 OLED (M3500, AMD Ryzen 5000 Series)",ASUS,1494412.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador hasta AMD Ryzen 7 5800HS Mobile Gráficos NVIDIA GeForce RTX 3050 Memoria RAM hasta 16 GB Almacenamiento hasta 512 GB SSD Pantalla hasta 156 OLED NanoEdge FHD Validación por Pantone Cámara con bloqueo de seguridad,{},Pantalla OLED,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/vivobook-pro-15-oled-m3500-amd-ryzen-5000-series/,https://dlcdnwebimgs.asus.com/gain/8240ec93-d4ed-4fdd-8915-8e6d49d8b288/w185,16785,3.814621212121212
ASUS Vivobook Pro 16X 3D OLED (K6604),ASUS,1213565.0,4.5,100.0,Windows 11 Pro Procesador Intel Core hasta i9 13 Gen Gráficos NVIDIA GeForce RTX 4070 Memoria RAM hasta 64 GB DDR5 con doble SODIMM Almacenamiento Hasta 2 TB SSD Pantalla hasta 16 OLED 32 K 120 Tecnología térmica ASUS IceCool Pro Dual Thunderbolt 4 para hasta 40Mbps,{},Alto Rendimiento,"['Laptops', 'For-Creators', 'Vivobook']",https://www.asus.com/ar/laptops/for-creators/vivobook/vivobook-pro-16x-3d-oled-k6604/,https://dlcdnwebimgs.asus.com/gain/af16f590-c91d-4a3f-a08b-ab3a1a738d7f/w185,21132,3.814621212121212
ASUS Vivobook Pro 16X OLED (K6604),ASUS,1132870.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador Intel Core hasta i9 13 Gen Gráficos NVIDIA GeForce RTX 4070 Memoria RAM hasta 64 GB DDR5 con doble SODIMM Almacenamiento hasta 2 TB SSD con una ranura M2 Pantalla hasta 16 OLED 32 K 120 Hz Tecnología térmica ASUS IceCool Pro Thunderbolt 4 para hasta 40Mbps,{},Para el uso diario,"['Laptops', 'For-Creators', 'Vivobook']",https://www.asus.com/ar/laptops/for-creators/vivobook/vivobook-pro-16x-oled-k6604/,https://dlcdnwebimgs.asus.com/gain/024f8727-2c90-484d-93e6-0802156bae64/w185,21135,3.814621212121212
ASUS Vivobook S15 (S5507); Copilot+ PC,ASUS,1097637.0,4.5,100.0,Windows 11 Pro ASUS recomienda Windows 11 Pro para empresas Primer PC de ASUS con IA de próxima generación de Windows Procesador Snapdragon X Elite 142 kg ligero y 147 cm delgado Batería de larga duración de hasta 18 horas Pantalla OLED HDR de 156 3K a 120 Hz Teclado retroiluminado RGB de una zona Conjunto completo de puertos de entradasalida IO,{},Delgado y liviano,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/asus-vivobook-s-15-s5507/,https://dlcdnwebimgs.asus.com/gain/8442632c-11ac-4a3a-8c17-66999eeeef36/w185,25323,3.814621212121212
ASUS Vivobook S16 (S3607),ASUS,968190.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Up to Intel Core Ultra 7 processor Series 2 UMA Intel UHD Graphics Up to 16 GB DDR5 memory Up to 1 TB PCIe 40 x4 SSD 16 1610 FHD OLED or 144 Hz IPS NanoEdge display Larger touchpad with Smart Gesture AI camera with face recognition,{},Vivobook,"['Laptops', 'For-Home', 'Vivobook']",https://www.asus.com/ar/laptops/for-home/vivobook/asus-vivobook-s16-s3607/,https://dlcdnwebimgs.asus.com/gain/520eaec0-3e4d-4e59-9b48-cb077e7dd702/w185,30781,3.814621212121212
ASUS X415,ASUS,1051334.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador Intel Core hasta i7 10 a Gen Gráficos NVIDIA GeForce MX330 Memoria RAM hasta 16GB Almacenamiento hasta 1TB HDD 1TBSSD Pantalla hasta 14 NanoEdge FHD Opcional lector de huella Estilo con múltiples opciones de color,{},Desempeño,"['Laptops', 'For-Home', 'All-series']",https://www.asus.com/ar/laptops/for-home/all-series/asus-x415/,https://dlcdnwebimgs.asus.com/gain/b07aba3c-a9f3-49d8-a41c-67174ca563f6/w185,14900,3.814621212121212
ASUS X515 (11a Gen Intel),ASUS,786464.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Procesador Intel Core hasta i7 11 a Gen Gráficos Intel Iris Xe Memoria RAM hasta 12GB Almacenamiento hasta 512GB SSD Pantalla hasta 156 NanoEdge FHD EAR Amortiguación de impactos HDD Elegante y portátil,{},Desempeño,"['Laptops', 'For-Home', 'All-series']",https://www.asus.com/ar/laptops/for-home/all-series/asus-x515-11th-gen-intel/,https://dlcdnwebimgs.asus.com/gain/5d95c7c8-c0b8-478b-8275-48471fa0ced1/w185,15329,3.814621212121212
ASUS Zenbook 14 (UM3402),ASUS,1327666.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Hasta procesador AMD Ryzen 7 7730U Hasta gráficos AMD Radeon Hasta 16 GB de memoria Hasta 1 TB de almacenamiento SSD Hasta pantalla IPS NanoEdge de 14 pulgadas 25K Batería de larga duración de 75 Wh Hasta WiFi 6E 80211ax de tres bandas,{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/zenbook-14-um3402/,https://dlcdnwebimgs.asus.com/gain/fd451929-089f-4954-86f4-5d1aeb73a3e6/w185,19170,3.814621212121212
ASUS Zenbook 14 OLED (UM3406),ASUS,919414.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Thin and light 12 kg 149 mm AMD Ryzen 8040 Series Processor Longlasting 75 Wh battery Up to 14 120Hz 3K OLED HDR display Up to 16 GB memory Up to 1 TB SSD storage Full IO ports with USB 4 TypeC,{},Para el uso diario,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-14-oled-um3406/,https://dlcdnwebimgs.asus.com/gain/26b2a6c1-fa0f-4de9-87e7-3cbde6b4fd77/w185,23946,3.814621212121212
ASUS Zenbook 14 OLED (UX3405),ASUS,1479681.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Intel Evo portátil certificado Procesador Intel Core Ultraprocesador Memoria RAM hasta 32GB Almacenamiento hasta 1TB SSD Pantalla hasta 14 OLED HDR 3K 120 Hz Delgada y ligera 12 kg 149 mm Capacidad de la batería de 75 Wh,{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-14-oled-ux3405/,https://dlcdnwebimgs.asus.com/gain/838fbdac-6d10-4190-8e52-d4b9463f5d23/w185,22516,3.814621212121212
ASUS Zenbook 14X OLED (UX3404),ASUS,1293155.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Intel Evo certified laptop Procesador Intel Core hasta i9 13 Gen Gráficos NVIDIA GeForce RTX 3050 Memoria RAM hasta 32 GB Almacenamiento hasta 1 TB PCIe Pantalla hasta 145 OLED HDR 288k 120 Hz Delgado y ligero 15 kg 169 mm,{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/zenbook-14x-oled-ux3404/,https://dlcdnwebimgs.asus.com/gain/135ab552-08f9-4849-92e6-7e05ac6a0866/w185,21139,3.814621212121212
ASUS Zenbook A14 (UX3407); Copilot+ PC,ASUS,1094992.0,4.5,100.0,Windows 11 Pro ASUS recommends Windows 11 Pro for business Under 1 kg featherweight Hightech ceramic Ceraluminum Up to Snapdragon X Elite processor Up to 32 hours of sustained battery Up to 32 GB LPDDR5x 8533 MHz RAM Up to 1 TB PCIe Gen 4 SSD 1610 FHD OLED display Superlinear speakers with Snapdragon Sound Full IO ports with two USB4,{},Copilot+ PC,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-a14-ux3407/,https://dlcdnwebimgs.asus.com/gain/14c6be57-e7d1-462c-a109-4f93c353d93c/w185,30811,3.814621212121212
ASUS Zenbook DUO (2024) UX8406,ASUS,906294.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Portátil certificada Intel Evo Procesador hasta Intel Core Ultra 9 con NPU Delgada y ligera 146 mm 135 kg sin teclado Dos pantallas táctiles OLED NanoEdge de 14 3K 120Hz Modos versátiles Pantalla dual Escritorio Portátil Modo de compartición Hasta 32 GB de RAM LPDDR5x y SSD de 2 TB Batería de 75 Wh,{},Tablet & 2-in-1 laptop,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-duo-2024-ux8406/,https://dlcdnwebimgs.asus.com/gain/e1c062dc-b3ad-4b84-b310-eda9f5984d2c/w185,23939,3.814621212121212
ASUS Zenbook Pro 14 OLED (UX6404),ASUS,1373739.0,4.5,100.0,Windows 11 Pro Procesador Intel Core hasta i9 13 Gen Gráficos NVIDIA GeForce RTX 4070 Memoria RAM hasta 48 GB SODIMM de 32 GB Almacenamiento hasta 2 TB Pantalla hasta 145 OLED 28 K 120 Hz Batería de 76 Wh de larga duración Teclado de ASUS,{},Alto Rendimiento,"['Laptops', 'For-Creators', 'Zenbook']",https://www.asus.com/ar/laptops/for-creators/zenbook/zenbook-pro-14-oled-ux6404/,https://dlcdnwebimgs.asus.com/gain/096bd769-b48d-41ea-9eb5-7d305aa8a6fe/w185,20987,3.814621212121212
ASUS Zenbook S 13 OLED (UX5304),ASUS,1333665.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Intel Evo Notebook certificado Procesador Intel Core hasta i7 13 Gen Gráficos Intel Iris Xe Memoria RAM hasta 32 GB Almacenamiento hasta 1 TB SSD Pantalla hasta 133 OLED NanoEdgede 28K HDR Puertos de ES completos con 2 ThunderboltTM 4 USBCTM Delgado y Liviano 1 cm 1 kg,{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-s-13-oled-ux5304/,https://dlcdnwebimgs.asus.com/gain/d1a36052-052e-45fe-a82b-ec9c871ca9a9/w185,22472,3.814621212121212
ASUS Zenbook S14 (UX5406); Copilot+ PC,ASUS,1468641.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Delgado y ligero 11 cm 12 kg Cerámica de alta tecnología CeraluminumTM Hasta procesador Intel Core Ultra 9 Serie 2 Batería de larga duración de 72 Wh Pantalla OLED de 1610 3K con 4 altavoces Hasta 1 TB de SSD PCIe Gen 4 Up to 1 TB PCIe Gen 4 SSD WiFi 7 80211be Puertos de ES completos con 2 ThunderboltTM 4 USBCTM,{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-s-14-ux5406/,https://dlcdnwebimgs.asus.com/gain/a5738fa1-48b7-4e89-92ca-f7bff3a28045/w185,25385,3.814621212121212
ASUS Zenbook S16 (UM5606); Copilot+ PC,ASUS,1015880.0,4.5,100.0,Windows 11 Home ASUS recomienda Windows 11 Pro para empresas Hasta AMD Ryzen AI 9 HX 370 Hasta 32 GB LPDDR5x 7500 MHz de RAM Hasta 2 TB PCIe Gen 4 SSD Pantalla ASUS Lumina OLED 3K 1610 Ultrafino y ligero 11 cm 15 kg 6 altavoces integrados WiFi 7 80211be,{},Delgado y liviano,"['Laptops', 'For-Home', 'Zenbook']",https://www.asus.com/ar/laptops/for-home/zenbook/asus-zenbook-s-16-um5606/,https://dlcdnwebimgs.asus.com/gain/ffb8dfaa-fbf2-4f74-aad1-24af2b901c4d/w185,25316,3.814621212121212
B860M MAX GAMING AX,ASUS,1279890.0,4.5,100.0,Tarjeta madre Intel B860 LGA1851 mATX preparada para AI PC avanzado etapas de potencia DrMOS 6111 de 80 A ranuras DDR5 PCIe 50 DisplayPort puerto USB 20Gbps TypeC trasero USB 10Gbps TypeC frontal 3 ranuras M2 WiFi 6 Ethernet Realtek de 25 Gb escudo de ES premontado Aura Sync,{},Intel,"['Motherboards-Components', 'Motherboards', 'Others']",https://www.asus.com/ar/motherboards-components/motherboards/others/b860m-max-gaming-ax/,https://dlcdnwebimgs.asus.com/gain/c7e0ef94-5221-4b76-8895-09ab74c493d9/w185,30888,3.814621212121212
Dual GeForce RTX 3060 V2 OC Edition,ASUS,1180199.0,4.5,100.0,ASUS Dual GeForce RTX 3060 V2 OC Edition de 12GB GDDR6 con dos potentes ventiladores Axialtech y un diseño de 2 ranuras para una amplia compatibilidad,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx3060-o12g-v2/,https://dlcdnwebimgs.asus.com/gain/9bf69dcc-532a-465e-981d-796f7a1f4a32/w185,16918,3.814621212121212
ExpertBook P5 (P5405),ASUS,1185798.0,4.5,100.0,Windows 11 Pro Equipado con procesadores Intel Core Ultra de última generación Pantalla antirreflejo de 14 pulgadas y bisel delgado de 25 K y 144 Hz Diseño totalmente metálico y ligero de 129 kg ASUS AI ExpertMeet para aumentar la productividad ASUS ExpertGuardian con calidad empresarial y marco de ciberseguridad NIST,{},Delgada y liviana,"['Laptops', 'For-Work', 'ExpertBook']",https://www.asus.com/ar/laptops/for-work/expertbook/expertbook-p5-p5405/,https://dlcdnwebimgs.asus.com/gain/49e849c7-17f1-4697-989a-8ea34c4bfd4d/w185,26480,3.814621212121212
PH-GT1030-O2G,ASUS,1126582.0,4.5,100.0,ASUS Phoenix GeForce GT 1030 OC edition 2GB GDDR5 es lo mejor para PC compactas y entretenimiento en casa,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Phoenix']",https://www.asus.com/ar/motherboards-components/graphics-cards/phoenix/ph-gt1030-o2g/,https://www.asus.com/media/global/gallery/5rAmmJ7DBOBfsHUf_setting_xxx_0_90_end_184.png,9422,3.814621212121212
PRIME A520M-A II/CSM,ASUS,1003720.0,4.5,100.0,La Motherboard PRIME A520MA IICSM AMD A520 Socket AM4 mATX cuenta con puertos M2 DP HDMI DSub SATA a 6 Gbps puertos USB 32 Gen 1 soporte para Fan Xpert2 y Aura Sync La PRIME A520MA II está diseñada para usuarios cotidianos y todos los ensambladores que buscan especificaciones equilibradas y una variedad de opciones para la optimización del rendimiento mediante software y firmware intuitivos,{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-a520m-a-ii-csm/,https://dlcdnwebimgs.asus.com/gain/d8be9585-c151-49e6-8474-0d095b3620e8/w185,15742,3.814621212121212
PRIME A520M-K,ASUS,1190349.0,4.5,100.0,Tarjeta Madre micro ATX AMD A520 Ryzen AM4 con soporte M2 Ethernet de 1 Gb HDMI DSub SATA 6 Gbps USB 32 Gen 1 Tipo A,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a520m-k/,https://www.asus.com/media/global/gallery/p3jbrwz1qhktvcdz_setting_fff_1_90_end_184.png,14920,3.814621212121212
PRIME A520M-K/CSM,ASUS,1176944.0,4.5,100.0,Tarjeta madre micro ATX AMD A520 Ryzen AM4 con soporte M2 1 Gb Ethernet HDMI DSub SATA 6 Gbps USB 32 Gen 1 TipoA,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a520m-k-csm/,https://dlcdnwebimgs.asus.com/gain/2772c8a1-c88e-4471-810d-625f1443c2d2/w185,14948,3.814621212121212
PRIME A620M-A,ASUS,1170083.0,4.5,100.0,Motherboard AMD A620 Ryzen AM5 microATX lista para Advanced AI PC DDR5 compatibilidad con PCIe 40 ranuras duales M2 DisplayPortHDMIVGA puertos USB 32 Gen 1 USB 32 Gen 1 TypeC frontal SATA 6 Gbps BIOS FlashBack cancelación de ruido TwoWay AI e iluminación RGB Aura Sync,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a620m-a/,https://dlcdnwebimgs.asus.com/gain/d00d67ce-a8a9-4b73-9bb5-a75d4dc33ffa/w185,23588,3.814621212121212
PRIME A620M-A-CSM,ASUS,1091565.0,4.5,100.0,Motherboard microATX AMD A620 Ryzen AM5 Advanced AI PC ready DDR5 soporte PCIe 40 ranuras duales M2 DisplayPortHDMIVGA puertos USB 32 Gen 1 USB 32 Gen 1 TipoC frontal SATA 6 Gbps BIOS FlashBack Cancelación de Ruido TwoWay AI Aura Sync,{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-a620m-a-csm/,https://dlcdnwebimgs.asus.com/gain/40fa567d-d24c-4086-8284-19f75a3623bb/w185,23596,3.814621212121212
PRIME A620M-K,ASUS,882905.0,4.5,100.0,Motherboard AMD A620 Ryzen AM5 microATX lista para Advanced AI PC DDR5 compatibilidad con tarjeta gráfica PCIe 40 y con PCIe 40 M2 HDMI VGA USB 32 Gen 1 TypeA SATA de 6 Gbps cancelación de ruido TwoWay AI Aura Sync,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a620m-k/,https://dlcdnwebimgs.asus.com/gain/041d5ac0-be0d-4caf-a31a-0ffee9ab637a/w185,23684,3.814621212121212
PRIME A620M-K-CSM,ASUS,1274620.0,4.5,100.0,Motherboard AMD A620 Ryzen AM5 microATX lista para Advanced AI PC DDR5 compatibilidad con tarjeta gráfica PCIe 40 y con PCIe 40 M2 HDMI VGA USB 32 Gen 1 TypeA SATA de 6 Gbps cancelación de ruido TwoWay AI Aura Sync,{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-a620m-k-csm/,https://dlcdnwebimgs.asus.com/gain/9e892470-c894-429f-be7f-53ab61483d99/w185,23686,3.814621212121212
PRIME B450M-A II/CSM,ASUS,870814.0,4.5,100.0,Motherboard micro ATX AMD B450 Ryzen AM4 con soporte M2 HDMI DVID DSub SATA 6 Gbps 1 Gb Ethernet USB 32 Gen 2 TipoA BIOS FlashBack e iluminación Aura Sync RGB,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b450m-a-ii-csm/,https://dlcdnwebimgs.asus.com/gain/22e34011-bc8d-4b54-b48f-7b7cc897eb06/w185,15094,3.814621212121212
PRIME B550-PLUS,ASUS,959785.0,4.5,100.0,Motherboard AMD B550 Ryzen AM4 ATX con doble M2 PCIe 40 Ethernet de 1 Gb DisplayPort HDMI SATA 6 Gbps USB 32 Gen 2 TipoA y TipoC e iluminación Aura Sync RGB,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b550-plus/,https://dlcdnwebimgs.asus.com/gain/19fbc492-a8a6-4922-a47a-486c99d49794/w185,14836,3.814621212121212
PRIME B550M-A AC,ASUS,1009883.0,4.5,100.0,Motherboard AMD AM4 mATX con PCIe 40 dual M2 WiFi HDMI DSub DVI SATA 6 Gbps puertos USB 32 Gen 2 e iluminación Aura Sync RGB,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b550m-a-ac/,https://dlcdnwebimgs.asus.com/gain/a153ae97-c99f-4c09-a653-fe25756f9fc4/w185,14906,3.814621212121212
PRIME B550M-A WIFI II,ASUS,1080983.0,4.5,100.0,Motherboard AMD B550 Ryzen AM4 micro ATX con soporte para dual M2 PCIe 40 WiFi 6 Ethernet de 1 Gb HDMI DVID DSub SATA 6 Gbps USB 32 Gen 2 TipoA y Aura Sync RGB lighting,{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b550m-a-wifi-ii/,https://dlcdnwebimgs.asus.com/gain/2d1010dc-327c-4b58-88fb-89a677a32b02/w185,16899,3.814621212121212
PRIME B550M-A/CSM,ASUS,1157378.0,4.5,100.0,Motherboard micro ATX AMD B550 Ryzen AM4 con doble M2 PCIe 40 Ethernet de 1 Gb HDMIDSubDVI SATA 6 Gbps USB 32 Gen 2 TipoA y soporte para conectores Aura Sync RGB,{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-b550m-a-csm/,https://www.asus.com/media/global/gallery/7qeml0vawtb9khfw_setting_xxx_0_90_end_184.png,14878,3.814621212121212
