nombre,tienda,precio,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,score
"IdeaPad Slim 3i Gen 10 (16"" Intel)",Lenovo,1539999.0,4.6,26.0,Procesadores de hasta Intel Core 7 y gráficos integrados Intel Pantalla de 16 WUXGA con certificación TV para reducir la fatiga ocular Batería de larga duración con sistema de carga rápida para poder seguir trabajando con rapidez Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i7-13620H de 13ᵃ Generación (núcleos E de hasta 3,60 GHz núcleos P de hasta 4,90 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'Gráficos Intel® UHD integrados', 'Memoria total': '16 GB DDR5-4800MT/s(8 GB SODIMM + 8 GB soldado)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '16"" WUXGA (1920 x 1200), IPS, antirreflectante, sin capacidad táctil, 45 % NTSC, 300 nits, 60 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-300', 'LEN101I0114']",/p/notebooks/ideapad/ideapad-3/Lenovo-IdeaPad-Slim-3i-Gen-10-16-inch-Intel/83k20062ar,https://p1-ofp.static.pub/medias/26859857207_IDPPS316LG_202412031032181743282307331.png,83K20062AR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.4327320827320826
"IdeaPad Slim 3i Gen 10 (16"" Intel)",Lenovo,1339999.01,4.6,26.0,Procesadores de hasta Intel Core 7 y gráficos integrados Intel Pantalla de 16 WUXGA con certificación TV para reducir la fatiga ocular Batería de larga duración con sistema de carga rápida para poder seguir trabajando con rapidez Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i5-13420H de 13ᵃ Generación (núcleos E de hasta 3,40 GHz núcleos P de hasta 4,60 GHz)', 'Sistema operativo': '<span style=""white-space:nowrap;"">Windows 11</span>Home idioma único 64</br> Lenovo recomienda Windows 11 Pro para empresas', 'Tarjeta gráfica': 'Gráficos Intel® UHD integrados', 'Memoria total': '16 GB DDR5-4800MT/s(8 GB SODIMM + 8 GB soldado)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '16"" WUXGA (1920 x 1200), IPS, antirreflectante, sin capacidad táctil, 45 % NTSC, 300 nits, 60 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-300', 'LEN101I0114']",/p/notebooks/ideapad/ideapad-3/Lenovo-IdeaPad-Slim-3i-Gen-10-16-inch-Intel/83k2004qar,https://p1-ofp.static.pub/medias/26859857207_IDPPS316LG_202412031032181739080699682.png,83K2004QAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.4327320827320826
"IdeaPad Slim 3i Gen 8 (15"" Intel)",Lenovo,1029999.0,4.5,389.0,Laptop panorámica de 15 equipado con procesadores Intel Core de hasta 13a generación La configuración te permite optimizar el rendimiento prolongar la duración de la batería y mantener el sistema más ventilado Gracias a la tecnología de carga rápida puedes trabajar más tiempo sin enchufarlo Inicio de sesión y arranque instantáneos con botón de encendido opcional activado por lector de huellas dactilares Fantástico para las videollamadas cámara web con obturador de privacidad Dolby Audio y cancelación de ruido Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i3-1305U de 13ᵃ Generación (núcleos E de hasta 3,30 GHz núcleos P de hasta 4,50 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'Gráficos Intel® UHD integrados', 'Memoria total': '8 GB LPDDR5-4800MT/s (soldado)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 TLC', 'Tipo de pantalla': '15,6"" FHD (1920 x 1080), TN, antirreflectante, sin capacidad táctil, 45 % NTSC, 250 nits, 60 Hz, marco biselado fino', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-s-series', 'LEN101I0069']",/p/notebooks/ideapad/ideapad-serie-s/IdeaPad-Slim-3i-Gen-8-15-inch-Intel/82x700bear,https://p1-ofp.static.pub//medias/25694757880_New_AG_202303210427441711010299739.png,82X700BEAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,4.219681477350189
"IdeaPad Slim 3x Gen 10 (15"" Snapdragon)",Lenovo,1385999.01,,,Informática Smart con la potencia del procesador Snapdragon serie X y Copilot PC Mantén proyectos y archivos multimedia seguros con almacenamiento SSD actualizable Amplia pantalla e imágenes vibrantes para un trabajo en equipo virtual sin problemas Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad Los productos de marca Snapdragon son productos de Qualcomm Technologies Inc o de sus filiales,"{'Procesador': 'Procesador Snapdragon® X X1-26-100 (2,97 GHz )', 'Sistema operativo': 'Windows 11 Home 64 ARM', 'Tarjeta gráfica': 'GPU Qualcomm® Adreno™ integrada', 'Memoria total': '24 GB LPDDR5X-8448MT/s (soldado)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '15,3"" WUXGA (1920 x 1200), IPS, antirreflectante, sin capacidad táctil, 45 % NTSC, 300 nits, 60 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-s-series', 'LEN101I0120']",/p/notebooks/ideapad/ideapad-serie-s/Lenovo-IdeaPad-Slim-3x-Gen-10-15-inch-Snapdragon/83n3003rar,//p4-ofp.static.pub//fes/cms/2025/09/22/87wnqkpagv22rekw1m5c6ewgmc39kq601155.png,83N3003RAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.1292424242424244
"IdeaPad Slim 5 Gen 10 (14"" AMD)",Lenovo,1671999.01,4.4,55.0,Portátil de 14 resistente y perfecto para uso diario con diseño elegante Máximo rendimiento y capacidad multitarea impulsados por el procesador AMD Ryzen Amplios puertos larga duración de la batería y gran facilidad para colaboraciones Pantalla nítida y sistema Dolby Audio para disfrutar de sesiones de entretenimiento exclusivas Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador AMD Ryzen™ 7 8845HS (3,80 GHz hasta 5,10 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'Gráficos AMD Radeon™ 780M integrados', 'Memoria total': '16 GB DDR5-5600MT/s (SODIMM)(2 x 8 GB)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '14"" WUXGA (1920 x 1200), OLED, brillante, sin capacidad táctil, HDR 500 negro verdadero, 100 % DCI-P3, 400 nits, 60 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-500', 'LEN101I0113']",/p/notebooks/ideapad/ideapad-5/Lenovo-IdeaPad-Slim-5-Gen-10-14-inch-AMD/83hv003aar,https://p1-ofp.static.pub/medias/26821117268_IDPS5aCB_202411080424571753201812470.png,83HV003AAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.5801564027370483
"IdeaPad Slim 5 Gen 10 (16"" AMD)",Lenovo,1957999.01,4.5,70.0,Procesadores de IA AMD Ryzen para impulsar el rendimiento creativo Portátil de 4064 cm 16 delgado y ligero Opción de pantalla vibrante y altavoces Dolby Audio Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador AMD Ryzen™ 7 8845HS (3,80 GHz hasta 5,10 GHz)', 'Sistema operativo': '<span style=""white-space:nowrap;"">Windows 11</span>Home idioma único 64</br> Lenovo recomienda Windows 11 Pro para empresas', 'Tarjeta gráfica': 'Gráficos AMD Radeon™ 780M integrados', 'Memoria total': '24 GB DDR5-4800MT/s (SODIMM)(2 x 12 GB)', 'Unidad de disco primaria': '1 TB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '16"" 2,8K (2880 x 1800), OLED, brillante, sin capacidad táctil, HDR 1000 negro verdadero, 100 % DCI-P3, 500 nits, 120 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-500', 'LEN101I0118']",/p/notebooks/ideapad/ideapad-5/IdeaPad-Slim-5-Gen-10-16-inch-AMD/83hw0026ar,https://p1-ofp.static.pub/medias/26817876512_IdeaPad_Slim_5_16_10_Cosmic_Blue_202411060946111739081801955.png,83HW0026AR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.6936720142602493
"IdeaPad Slim 5i Gen 10 (16"" Intel)",Lenovo,1579999.01,4.5,46.0,Multitarea y rendimiento sin problemas con procesadores de 14 generación Gen Intel Core Portátil de 16 elegante ligero y resistente para resistir condiciones extremas Altavoces con Dolby Audio para entretenimiento y pantalla opcional OLED de alta resolución Una selección flexible de puertos para ampliar las capacidades de conexión y la velocidad de transferencia de datos Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i5-13420H de 13ᵃ Generación (núcleos E de hasta 3,40 GHz núcleos P de hasta 4,60 GHz)', 'Sistema operativo': '<span style=""white-space:nowrap;"">Windows 11</span>Home idioma único 64</br> Lenovo recomienda Windows 11 Pro para empresas', 'Tarjeta gráfica': 'Gráficos Intel® UHD integrados', 'Memoria total': '16 GB DDR5-5600MT/s (SODIMM)(2 x 8 GB)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '16"" 2.8K (2880 x 1800), OLED, Glare, Non-Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 120Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-s-series', 'LEN101I0110']",/p/notebooks/ideapad/ideapad-serie-s/Lenovo-IdeaPad-Slim-5i-Gen-10-16-inch-Intel/83hs006war,https://p1-ofp.static.pub/medias/26819661531_IDPS5iLG_202411080319501739082060652.png,83HS006WAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.5611249481112495
"IdeaPad Slim 5i Gen 10 (16"" Intel)",Lenovo,1954999.0,4.5,51.0,Multitarea y rendimiento sin problemas con procesadores de 14 generación Gen Intel Core Portátil de 16 elegante ligero y resistente para resistir condiciones extremas Altavoces con Dolby Audio para entretenimiento y pantalla opcional OLED de alta resolución Una selección flexible de puertos para ampliar las capacidades de conexión y la velocidad de transferencia de datos Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i7-13620H de 13ᵃ Generación (núcleos E de hasta 3,60 GHz núcleos P de hasta 4,90 GHz)', 'Sistema operativo': '<span style=""white-space:nowrap;"">Windows 11</span>Home idioma único 64</br> Lenovo recomienda Windows 11 Pro para empresas', 'Tarjeta gráfica': 'Gráficos Intel® UHD integrados', 'Memoria total': '16 GB DDR5-5600MT/s (SODIMM)(2 x 8 GB)', 'Unidad de disco primaria': '1 TB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '16"" 2,8K (2880 x 1800), OLED, brillante, sin capacidad táctil, HDR 1000 negro verdadero, 100 % DCI-P3, 500 nits, 120 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-s-series', 'LEN101I0110']",/p/notebooks/ideapad/ideapad-serie-s/Lenovo-IdeaPad-Slim-5i-Gen-10-16-inch-Intel/83hs0070ar,https://p1-ofp.static.pub/medias/26819661531_IDPS5iLG_202411080319501739082150785.png,83HS0070AR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.5922135259883605
"IdeaPad Slim 5i Gen 10 (16"" Intel) con Pantalla Táctil",Lenovo,1441999.0,4.5,46.0,Multitarea y rendimiento sin problemas con procesadores de 14 generación Gen Intel Core Portátil de 16 elegante ligero y resistente para resistir condiciones extremas Altavoces con Dolby Audio para entretenimiento y pantalla opcional OLED de alta resolución Una selección flexible de puertos para ampliar las capacidades de conexión y la velocidad de transferencia de datos Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i5-13420H de 13ᵃ Generación (núcleos E de hasta 3,40 GHz núcleos P de hasta 4,60 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'Gráficos Intel® UHD integrados', 'Memoria total': '16 GB DDR5-5600MT/s (SODIMM)(2 x 8 GB)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '16"" WUXGA (1920 x 1200), IPS, antirreflectante, táctil, 45 % NTSC, 300 nits, 60 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-s-series', 'LEN101I0110']",/p/notebooks/ideapad/ideapad-serie-s/Lenovo-IdeaPad-Slim-5i-Gen-10-16-inch-Intel/83hs009ear,https://p1-ofp.static.pub/medias/26819661546_IDPS5iCB_202411080319591746057044232.png,83HS009EAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.5611249481112495
"IdeaPad Slim 5i Gen 10 (16"" Intel) con Pantalla Táctil",Lenovo,1655999.01,4.5,46.0,Multitarea y rendimiento sin problemas con procesadores de 14 generación Gen Intel Core Portátil de 16 elegante ligero y resistente para resistir condiciones extremas Altavoces con Dolby Audio para entretenimiento y pantalla opcional OLED de alta resolución Una selección flexible de puertos para ampliar las capacidades de conexión y la velocidad de transferencia de datos Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i7-13620H de 13ᵃ Generación (núcleos E de hasta 3,60 GHz núcleos P de hasta 4,90 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'Gráficos Intel® UHD integrados', 'Memoria total': '16 GB DDR5-5600MT/s (SODIMM)(2 x 8 GB)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 QLC', 'Tipo de pantalla': '16"" WUXGA (1920 x 1200), IPS, antirreflectante, táctil, 45 % NTSC, 300 nits, 60 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'ideapad', 'ideapad-s-series', 'LEN101I0110']",/p/notebooks/ideapad/ideapad-serie-s/Lenovo-IdeaPad-Slim-5i-Gen-10-16-inch-Intel/83hs009dar,https://p1-ofp.static.pub/medias/26819661546_IDPS5iCB_202411080319591746057043426.png,83HS009DAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.5611249481112495
"Legion 5 Gen 10 (15"" AMD) GeForce RTX™ 5060",Lenovo,3470999.0,,,Explora tus pasiones Mejora tu juego Transmite con una claridad realista con la pantalla Lenovo PureSight OLED para gaming Domina tus tareas académicas con la potencia de AMD Ryzen con IA y NVIDIA GeForce RTX Serie 50 Ultraportátil ultradelgada y diseñada para la vida en movimiento,"{'Procesador': 'Procesador AMD Ryzen™ AI 7 350 (2,00 GHz hasta 5,00 GHz)', 'Sistema operativo': 'Windows 11 Home 64', 'Tarjeta gráfica': 'GPU para equipo portátil NVIDIA® GeForce RTX™ 5060 8GB GDDR7', 'Memoria total': '32 GB DDR5-5600MT/s (SODIMM)(2 x 16 GB)', 'Unidad de disco primaria': '1 TB SSD M.2 2242 PCIe Gen4 TLC', 'Tipo de pantalla': '15,1"" WQXGA (2560 x 1600), OLED, brillante, sin capacidad táctil, HDR 600 negro verdadero, 100 % DCI-P3, 500 nits, 165 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'legion-5-series', 'LEN101G0047']",/p/notebooks/legion-laptops/serie-5/Lenovo-Legion-5-Gen-10-15-inch-AMD/83f1004har,//p3-ofp.static.pub/ShareResource/las/lenovo/2025/subseries/legion-5-gen-10-copilot-len101g0047.png,83F1004HAR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.1292424242424244
"Legion 5i Gen 10 (15"" Intel) GeForce RTX™ 5070",Lenovo,4199999.01,4.8,27.0,Rendimiento del procesador y eficiencia energética sin concesiones Un salto cuántico en el rendimiento gráfico Rendimiento de IA adaptativa e innovación térmica Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ Ultra 9 275HX (núcleos E de hasta 4,60 GHz núcleos P de hasta 5,40 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'GPU para equipo portátil NVIDIA® GeForce RTX™ 5070 8GB GDDR7', 'Memoria total': '32 GB DDR5-5600MT/s (SODIMM)(2 x 16 GB)', 'Unidad de disco primaria': '1 TB SSD M.2 2242 PCIe Gen4 TLC', 'Tipo de pantalla': '15,1"" WQXGA (2560 x 1600), OLED, brillante, sin capacidad táctil, HDR 600 negro verdadero, 100 % DCI-P3, 500 nits, 165 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'legion-5-series', 'LEN101G0042']",/p/notebooks/legion-laptops/serie-5/Lenovo-Legion-5i-Gen-10-(15-inch-Intel)/83f00026ar,https://p1-ofp.static.pub/medias/27107067048_Legion515IAX10OLEDRGB_202503170356571749402619469.png,83F00026AR_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.4844428537341923
"Legion 5i Gen 10 (15"" Intel) GeForce RTX™ Serie 50 ¡Personalizable!",Lenovo,3159594.8,4.8,27.0,Rendimiento del procesador y eficiencia energética sin concesiones Un salto cuántico en el rendimiento gráfico Rendimiento de IA adaptativa e innovación térmica Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i7-14700HX de 14ᵃ Generación (núcleos E de hasta 3,90 GHz núcleos P de hasta 5,50 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'GPU para equipo portátil NVIDIA® GeForce RTX™ 5050 8GB GDDR7', 'Memoria total': '16 GB DDR5-5600MT/s (SODIMM)', 'Unidad de disco primaria': '512 GB SSD M.2 2242 PCIe Gen4 TLC', 'Tipo de pantalla': '15,1"" WQXGA (2560 x 1600), OLED, brillante, sin capacidad táctil, HDR 600 negro verdadero, 100 % DCI-P3, 500 nits, 165 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'legion-5-series', 'LEN101G0042']",/p/notebooks/legion-laptops/serie-5/Lenovo-Legion-5i-Gen-10-(15-inch-Intel)/83lycto1wwar1,//p2-ofp.static.pub//fes/cms/2025/04/14/dmwa5bmukcg6gb3erzii12khrfho4p776428.png,83LYCTO1WWAR1_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.4844428537341923
"Legion 5i Gen 10 (15"" Intel) GeForce RTX™ Serie 50 ¡Personalizable!",Lenovo,4364898.63,4.8,27.0,Rendimiento del procesador y eficiencia energética sin concesiones Un salto cuántico en el rendimiento gráfico Rendimiento de IA adaptativa e innovación térmica Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ i9-14900HX de 14ᵃ Generación (núcleos E de hasta 4,10 GHz núcleos P de hasta 5,80 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'GPU para equipo portátil NVIDIA® GeForce RTX™ 5070 8GB GDDR7', 'Memoria total': '32 GB DDR5-5600MT/s (SODIMM) - (2 x 16 GB)', 'Unidad de disco primaria': '1 TB SSD M.2 2242 PCIe Gen4 TLC', 'Tipo de pantalla': '15,1"" WQXGA (2560 x 1600), OLED, brillante, sin capacidad táctil, HDR 600 negro verdadero, 100 % DCI-P3, 500 nits, 165 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'legion-5-series', 'LEN101G0042']",/p/notebooks/legion-laptops/serie-5/Lenovo-Legion-5i-Gen-10-(15-inch-Intel)/83lycto1wwar2,//p2-ofp.static.pub//fes/cms/2025/04/14/dmwa5bmukcg6gb3erzii12khrfho4p776428.png,83LYCTO1WWAR2_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.4844428537341923
"Legion 7i Gen 10 (16"" Intel) GeForce RTX™ Serie 50 ¡Personalizable!",Lenovo,4314155.72,4.3,14.0,Streaming ultranítido con la pantalla Lenovo PureSight OLED para videojuegos Renderiza proyectos complejos de STEM con Intel Core Ultra y NVIDIA RTX Serie 50 Sigilosa limpia y muy mala aparece en el laboratorio de Blanco Glaciar,"{'Procesador': 'Procesador Intel® Core™ Ultra 7 255HX (núcleos E de hasta 4,50 GHz núcleos P de hasta 5,20 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'GPU para equipo portátil NVIDIA® GeForce RTX™ 5060 8GB GDDR7', 'Memoria total': '32 GB DDR5-5600MT/s (SODIMM) - (2 x 16 GB)', 'Unidad de disco primaria': '1 TB SSD M.2 2242 PCIe Gen4 TLC', 'Tipo de pantalla': '16"" WQXGA (2560 x 1600), OLED, brillante, sin capacidad táctil, HDR 1000 negro verdadero, 100 % DCI-P3, 500 nits, 240 Hz, luz azul baja', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'legion-7-series', 'LEN101G0044']",/p/notebooks/legion-laptops/serie-7/Lenovo-Legion-7i-Gen-10-16-Inch-Intel/83kycto1wwar1,//p4-ofp.static.pub//fes/cms/2025/04/29/6fjgbwegzc4uq5d36igr9a7mldtfew006739.png,83KYCTO1WWAR1_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.2730196703880914
"Legion 9i Gen 10 (18"" Intel) GeForce RTX™ Serie 50 ¡Personalizable!",Lenovo,7236121.17,,,Diseño icónico de Forged Carbon Pantalla Lenovo PureSight de 4572 cm 18 con modo dual Massive Legion Coldfront tecnología de refrigeración por vapor Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ Ultra 9 275HX (núcleos E de hasta 4,60 GHz núcleos P de hasta 5,40 GHz)', 'Sistema operativo': 'Windows 11 Home idioma único 64', 'Tarjeta gráfica': 'GPU para equipo portátil NVIDIA® GeForce RTX™ 5080 16GB GDDR7', 'Memoria total': '32 GB DDR5-5200MT/s (SODIMM)', 'Unidad de disco primaria': '1 TB SSD M.2 2280 de rendimiento PCIe Gen5 TLC', 'Tipo de pantalla': '18"" WQUXGA (3840 x 2400), IPS, brillante, sin capacidad táctil, HDR 400, 100 % DCI-P3, 520 nits, 240 Hz', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'legion-9-series', 'LEN101G0043']",/p/notebooks/legion-laptops/serie-9/Legion-9i-Gen-10-18-inch-Intel/83eycto1wwar1,//p1-ofp.static.pub//fes/cms/2025/04/16/0fnu4r058d1x7opdrcxcr0i0x3wb9z678677.png,83EYCTO1WWAR1_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.1292424242424244
"Legion 9i Gen 10 (18"" Intel) GeForce RTX™ Serie 50 ¡Personalizable!",Lenovo,13249934.89,,,Diseño icónico de Forged Carbon Pantalla Lenovo PureSight de 4572 cm 18 con modo dual Massive Legion Coldfront tecnología de refrigeración por vapor Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,"{'Procesador': 'Procesador Intel® Core™ Ultra 9 275HX (núcleos E de hasta 4,60 GHz núcleos P de hasta 5,40 GHz)', 'Sistema operativo': 'Windows 11 Pro 64', 'Tarjeta gráfica': 'GPU para equipo portátil NVIDIA® GeForce RTX™ 5090 24GB GDDR7', 'Memoria total': '192 GB DDR5-4000MT/s (SODIMM) - (4 x 48 GB)', 'Unidad de disco primaria': '2 TB SSD M.2 2280 de rendimiento PCIe Gen5 TLC', 'Tipo de pantalla': '18"" WQUXGA (3840 x 2400), IPS, brillante, sin capacidad táctil, HDR 400, 100 % DCI-P3, 500 nits, 240 Hz, 3D Naked-Eye', 'Garantía': '1 año Premium Care'}",Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'legion-9-series', 'LEN101G0043']",/p/notebooks/legion-laptops/serie-9/Legion-9i-Gen-10-18-inch-Intel/83eycto1wwar2,//p1-ofp.static.pub//fes/cms/2025/04/16/0fnu4r058d1x7opdrcxcr0i0x3wb9z678677.png,83EYCTO1WWAR2_f31ab1f1b6026-4f65-9ed9-0142293b720b,3.1292424242424244
"Legion Go (8.8"", AMD)",Lenovo,1935998.01,4.6,580.0,Disfrutá de imágenes impresionantes en la pantalla PureSight Gaming con colores vibrantes y detalles nítidos para que cada partida se vea increíble Los mandos TrueStrike meticulosamente diseñados te ofrecen precisión y comodidad en cada movimiento Cambiá de estilo de juego con múltiples modos pensados para adaptarse a cualquier entorno estés donde estés Accedé a todos tus títulos desde Legion Space que reúne tu biblioteca en un solo lugar para que tengas todo al alcance Teclado en Español con tecla Ñ incluida a menos que las especificaciones del equipo indiquen lo contrario Algunos puertosranuras pueden ser opcionales o variar colores sujetos a disponibilidad,{},Notebooks,"['ROOTPMI', 'laptops', 'legion-laptops', 'handheld']",/p/notebooks/legion-laptops/serie-handheld/legion-go/len106g0001,//p3-ofp.static.pub//fes/cms/2023/09/22/ninmdnlfv6glh9tqsnmsdpd1oyw2tl290840.png,LEN106G0001_f31ab1f1b6026-4f65-9ed9-0142293b720b,4.38371212121212
